category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0048285	0.471895152315261	0.605895736663039	29	331	organelle fission	BP	1	1
GO:0032388	0.472408681887104	0.755157037918318	3	27	positive regulation of intracellular transport	BP	1	1
GO:1902904	0.472476097427797	0.727269277252983	4	38	negative regulation of supramolecular fiber organization	BP	1	1
GO:0098742	0.472848972153109	0.672393452974779	8	74	cell-cell adhesion via plasma-membrane adhesion molecules	BP	1	1
GO:0034332	0.473976897618112	0.726840747174125	4	35	adherens junction organization	BP	1	1
GO:0009713	0.474071641173902	0.882755432016372	1	6	catechol-containing compound biosynthetic process	BP	1	1
GO:0042423	0.474071641173902	0.882755432016372	1	6	catecholamine biosynthetic process	BP	1	1
GO:0016298	0.474270299195591	0.678216880119021	7	89	lipase activity	MF	1	1
GO:0006635	0.474586468327758	0.750706905131288	3	35	fatty acid beta-oxidation	BP	1	1
GO:0070828	0.474588386553281	0.654715513279267	10	117	heterochromatin organization	BP	1	1
GO:0000768	0.474887891517743	0.725742100957638	4	36	syncytium formation by plasma membrane fusion	BP	1	1
GO:0006949	0.474887891517743	0.725742100957638	4	36	syncytium formation	BP	1	1
GO:0007520	0.474887891517743	0.725742100957638	4	36	myoblast fusion	BP	1	1
GO:0014902	0.474887891517743	0.725742100957638	4	36	myotube differentiation	BP	1	1
GO:0140253	0.474887891517743	0.725742100957638	4	36	cell-cell fusion	BP	1	1
GO:0042676	0.475155552523049	0.88214222574698	1	6	compound eye cone cell fate commitment	BP	1	1
GO:0055059	0.47522843307986	0.724880424568391	4	38	asymmetric neuroblast division	BP	1	1
GO:0045814	0.475299880267283	0.654095153564066	10	116	negative regulation of gene expression, epigenetic	BP	1	1
GO:0005675	0.4769294472551	0.873384757588651	1	10	transcription factor TFIIH holo complex	CC	1	1
GO:0030155	0.47731715938999	0.689024701479575	6	57	regulation of cell adhesion	BP	1	1
GO:0015935	0.47782972795322	0.743500109480894	3	73	small ribosomal subunit	CC	1	1
GO:0008541	0.478012300501424	0.870820770040005	1	12	proteasome regulatory particle, lid subcomplex	CC	1	1
GO:0022624	0.47832404144924	0.788993651285194	2	27	proteasome accessory complex	CC	1	1
GO:0006801	0.478365314484363	0.87251837121097	1	10	superoxide metabolic process	BP	1	1
GO:0035332	0.478958265876547	0.722198811769888	4	36	positive regulation of hippo signaling	BP	1	1
GO:0006308	0.47900138985771	0.789129704548753	2	25	DNA catabolic process	BP	1	1
GO:0032555	0.479103321545723	0.571067922524024	75	809	purine ribonucleotide binding	MF	1	1
GO:0007487	0.479237509860819	0.879814246971018	1	6	analia development	BP	1	1
GO:0008335	0.479710672049652	0.883549146971009	1	5	female germline ring canal stabilization	BP	1	1
GO:1902807	0.479736334050203	0.794751147634725	2	15	negative regulation of cell cycle G1/S phase transition	BP	1	1
GO:2000134	0.479736334050203	0.794751147634725	2	15	negative regulation of G1/S transition of mitotic cell cycle	BP	1	1
GO:1903578	0.480023710625938	0.87653263887085	1	7	regulation of ATP metabolic process	BP	1	1
GO:0099022	0.480157904597617	0.879285241376049	1	6	vesicle tethering	BP	1	1
GO:0032797	0.480415995596784	0.876302185329954	1	7	SMN complex	CC	1	1
GO:0032968	0.480650087283479	0.792187979469109	2	17	positive regulation of transcription elongation by RNA polymerase II	BP	1	1
GO:0055072	0.480830170935278	0.789438444332835	2	21	iron ion homeostasis	BP	1	1
GO:0035209	0.482085974737574	0.791077365695161	2	17	pupal development	BP	1	1
GO:0051496	0.482123244390171	0.878150572115993	1	6	positive regulation of stress fiber assembly	BP	1	1
GO:0034045	0.482206861927393	0.873124554812858	1	8	phagophore assembly site membrane	CC	1	1
GO:0035721	0.482487239724782	0.875080777311425	1	7	intraciliary retrograde transport	BP	1	1
GO:0045745	0.482509605978891	0.872942887062255	1	8	positive regulation of G protein-coupled receptor signaling pathway	BP	1	1
GO:0015936	0.48264817550084	0.872859679487985	1	8	coenzyme A metabolic process	BP	1	1
GO:0070578	0.483202221321039	0.874657344245101	1	7	RISC-loading complex	CC	1	1
GO:0016048	0.483434730059186	0.877389543897633	1	6	detection of temperature stimulus	BP	1	1
GO:0050951	0.483434730059186	0.877389543897633	1	6	sensory perception of temperature stimulus	BP	1	1
GO:0050961	0.483434730059186	0.877389543897633	1	6	detection of temperature stimulus involved in sensory perception	BP	1	1
GO:0038203	0.483759417020852	0.874326710959661	1	7	TORC2 signaling	BP	1	1
GO:0005313	0.484215087432609	0.874055900642839	1	7	L-glutamate transmembrane transporter activity	MF	1	1
GO:0051938	0.484215087432609	0.874055900642839	1	7	L-glutamate import	BP	1	1
GO:0007304	0.484281719428725	0.639960103196673	11	125	chorion-containing eggshell formation	BP	1	1
GO:0036396	0.484637022848782	0.873804801371322	1	7	RNA N6-methyladenosine methyltransferase complex	CC	1	1
GO:0045293	0.484637022848782	0.873804801371322	1	7	mRNA editing complex	CC	1	1
GO:0003383	0.484706978214862	0.745825395953124	3	25	apical constriction	BP	1	1
GO:0030507	0.484947416500992	0.876507916866878	1	6	spectrin binding	MF	1	1
GO:0065003	0.484965739743498	0.582114432942191	39	603	protein-containing complex assembly	BP	1	1
GO:0005742	0.485362161265231	0.866273182149092	1	12	mitochondrial outer membrane translocase complex	CC	1	1
GO:0015294	0.485503733916844	0.696415851694319	5	47	solute:cation symporter activity	MF	1	1
GO:0090277	0.485637107668272	0.871056301095353	1	8	positive regulation of peptide hormone secretion	BP	1	1
GO:0050995	0.486241130015613	0.875750633246467	1	6	negative regulation of lipid catabolic process	BP	1	1
GO:0010817	0.486966689537702	0.657413432516267	8	96	regulation of hormone levels	BP	1	1
GO:0035069	0.487216587923406	0.742302403688667	3	28	larval midgut histolysis	BP	1	1
GO:0019226	0.487272447226975	0.787924340114741	2	16	transmission of nerve impulse	BP	1	1
GO:0035637	0.487272447226975	0.787924340114741	2	16	multicellular organismal signaling	BP	1	1
GO:0048525	0.488996806380091	0.869009507585133	1	8	negative regulation of viral process	BP	1	1
GO:1902017	0.489224900200466	0.871053426272639	1	7	regulation of cilium assembly	BP	1	1
GO:0006851	0.489697266724017	0.868580131637495	1	8	mitochondrial calcium ion transmembrane transport	BP	1	1
GO:0016461	0.490518209682465	0.870270816286307	1	7	unconventional myosin complex	CC	1	1
GO:0031114	0.491073240454691	0.784947083140414	2	16	regulation of microtubule depolymerization	BP	1	1
GO:0006991	0.491163699298023	0.869879058126807	1	7	response to sterol depletion	BP	1	1
GO:0032933	0.491163699298023	0.869879058126807	1	7	SREBP signaling pathway	BP	1	1
GO:0071501	0.491163699298023	0.869879058126807	1	7	cellular response to sterol depletion	BP	1	1
GO:0061640	0.492679707986367	0.644955094591482	9	95	cytoskeleton-dependent cytokinesis	BP	1	1
GO:0015026	0.493329230261636	0.871547509016008	1	6	coreceptor activity	MF	1	1
GO:0016791	0.493883529871603	0.613119920375654	15	187	phosphatase activity	MF	1	1
GO:0007561	0.494053793397682	0.868115521896325	1	7	imaginal disc eversion	BP	1	1
GO:0007294	0.494200128490073	0.736769588852997	3	27	germarium-derived oocyte fate determination	BP	1	1
GO:0042136	0.494454844174453	0.870871565124548	1	6	neurotransmitter biosynthetic process	BP	1	1
GO:0015744	0.494493999885603	0.861407395279519	1	11	succinate transport	BP	1	1
GO:0030717	0.494838655699144	0.735001617906333	3	30	oocyte karyosome formation	BP	1	1
GO:0061988	0.494838655699144	0.735001617906333	3	30	karyosome formation	BP	1	1
GO:0008134	0.494936035817317	0.612857864640172	15	160	transcription factor binding	MF	1	1
GO:0030496	0.495262477718386	0.734636089743513	3	30	midbody	CC	1	1
GO:0044260	0.495311847669048	0.54517147977748	119	1982	cellular macromolecule metabolic process	BP	1	1
GO:0016893	0.495559943208696	0.777780177156713	2	21	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	MF	1	1
GO:0048140	0.495916747684603	0.862995408259491	1	9	male germ-line cyst encapsulation	BP	1	1
GO:0005104	0.495966886254099	0.869959884061379	1	6	fibroblast growth factor receptor binding	MF	1	1
GO:0046058	0.496095342560302	0.782014448846282	2	15	cAMP metabolic process	BP	1	1
GO:0048010	0.496192260662079	0.706670676766182	4	37	vascular endothelial growth factor receptor signaling pathway	BP	1	1
GO:1901879	0.496626915971868	0.734242595874461	3	28	regulation of protein depolymerization	BP	1	1
GO:0015631	0.496754452364977	0.61477996577867	14	148	tubulin binding	MF	1	1
GO:0051494	0.496883477194047	0.70549498098673	4	39	negative regulation of cytoskeleton organization	BP	1	1
GO:0071921	0.497064972782382	0.869295142009987	1	6	cohesin loading	BP	1	1
GO:0006152	0.497075665066849	0.862261476339291	1	9	purine nucleoside catabolic process	BP	1	1
GO:0046130	0.497075665066849	0.862261476339291	1	9	purine ribonucleoside catabolic process	BP	1	1
GO:0031462	0.497147962811873	0.863956023316795	1	8	Cul2-RING ubiquitin ligase complex	CC	1	1
GO:0007616	0.497440148473927	0.649290805997824	8	75	long-term memory	BP	1	1
GO:0030703	0.497443544672653	0.627326642593111	11	126	eggshell formation	BP	1	1
GO:0006020	0.49752062232599	0.860592654336265	1	10	inositol metabolic process	BP	1	1
GO:0002698	0.497654817029105	0.776094166446353	2	21	negative regulation of immune effector process	BP	1	1
GO:0042908	0.498261537906818	0.86856823440071	1	6	xenobiotic transport	BP	1	1
GO:0006468	0.498395120167356	0.575627980409276	33	342	protein phosphorylation	BP	1	1
GO:0006027	0.499319756645439	0.857356023654732	1	12	glycosaminoglycan catabolic process	BP	1	1
GO:0042559	0.499429839450378	0.857284208074684	1	12	pteridine-containing compound biosynthetic process	BP	1	1
GO:0044837	0.499440757868155	0.731808922884079	3	28	actomyosin contractile ring organization	BP	1	1
GO:1901698	0.500179853900672	0.598044372000893	18	222	response to nitrogen compound	BP	1	1
GO:0005001	0.500242283316383	0.86735907639528	1	6	transmembrane receptor protein tyrosine phosphatase activity	MF	1	1
GO:0019198	0.500242283316383	0.86735907639528	1	6	transmembrane receptor protein phosphatase activity	MF	1	1
GO:0090309	0.500362933421062	0.864211371879367	1	7	positive regulation of DNA methylation-dependent heterochromatin formation	BP	1	1
GO:0031061	0.500779696639031	0.863950833008258	1	7	negative regulation of histone methylation	BP	1	1
GO:0098739	0.501176025320979	0.701908738580002	4	38	import across plasma membrane	BP	1	1
GO:0005814	0.501998751969934	0.700389869694399	4	41	centriole	CC	1	1
GO:0016670	0.50213168583934	0.857617892610551	1	10	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor	MF	1	1
GO:0000045	0.50277950126702	0.727109981110491	3	33	autophagosome assembly	BP	1	1
GO:0005682	0.50321251276326	0.85062634898381	1	20	U5 snRNP	CC	1	1
GO:0034644	0.503668818848877	0.852401127250438	1	15	cellular response to UV	BP	1	1
GO:0035071	0.503760884708767	0.728051140025392	3	28	salivary gland cell autophagic cell death	BP	1	1
GO:0051017	0.503927304423721	0.700022237876592	4	36	actin filament bundle assembly	BP	1	1
GO:0033540	0.504416572560064	0.861663239147723	1	7	fatty acid beta-oxidation using acyl-CoA oxidase	BP	1	1
GO:0060491	0.504580708293434	0.678394131382206	5	50	regulation of cell projection assembly	BP	1	1
GO:0120032	0.504580708293434	0.678394131382206	5	50	regulation of plasma membrane bounded cell projection assembly	BP	1	1
GO:0006694	0.50499532852255	0.723860200280057	3	38	steroid biosynthetic process	BP	1	1
GO:0015931	0.505660893015816	0.625230130686127	10	115	nucleobase-containing compound transport	BP	1	1
GO:0043043	0.50571857124749	0.564250959519029	35	906	peptide biosynthetic process	BP	1	1
GO:0007179	0.506106031994247	0.853853575115641	1	11	transforming growth factor beta receptor signaling pathway	BP	1	1
GO:0030894	0.506351202132752	0.854859643321065	1	10	replisome	CC	1	1
GO:0043601	0.506351202132752	0.854859643321065	1	10	nuclear replisome	CC	1	1
GO:0030837	0.507999967491871	0.769646144366728	2	18	negative regulation of actin filament polymerization	BP	1	1
GO:2000677	0.508169520696576	0.859276128318576	1	7	regulation of transcription regulatory region DNA binding	BP	1	1
GO:0031306	0.508174066377522	0.852480725040328	1	11	intrinsic component of mitochondrial outer membrane	CC	1	1
GO:0031345	0.50819513755328	0.724617016243583	3	27	negative regulation of cell projection organization	BP	1	1
GO:0061058	0.508432257749482	0.694092025969849	4	43	regulation of peptidoglycan recognition protein signaling pathway	BP	1	1
GO:0008195	0.508564657131716	0.854845975909836	1	9	phosphatidate phosphatase activity	MF	1	1
GO:0045938	0.508633437228512	0.769127574893992	2	18	positive regulation of circadian sleep/wake cycle, sleep	BP	1	1
GO:0006816	0.509740985354804	0.646946709438859	7	68	calcium ion transport	BP	1	1
GO:0140142	0.509988953265821	0.76884565475925	2	17	nucleocytoplasmic carrier activity	MF	1	1
GO:0010972	0.51036199618229	0.764688866927017	2	23	negative regulation of G2/M transition of mitotic cell cycle	BP	1	1
GO:1902750	0.51036199618229	0.764688866927017	2	23	negative regulation of cell cycle G2/M phase transition	BP	1	1
GO:0031967	0.510765800967677	0.566710169083533	29	469	organelle envelope	CC	1	1
GO:0031975	0.510765800967677	0.566710169083533	29	469	envelope	CC	1	1
GO:0006265	0.511165721619623	0.857350872807831	1	7	DNA topological change	BP	1	1
GO:0005764	0.511772872167538	0.625595622421737	9	113	lysosome	CC	1	1
GO:0050145	0.512393363367789	0.849653590088079	1	11	nucleoside monophosphate kinase activity	MF	1	1
GO:0007522	0.512441012453504	0.768860560684728	2	15	visceral muscle development	BP	1	1
GO:0030667	0.512610879408965	0.856416040617569	1	7	secretory granule membrane	CC	1	1
GO:0030866	0.514392290721312	0.654307303837755	6	59	cortical actin cytoskeleton organization	BP	1	1
GO:0034719	0.51447722779006	0.849449358739524	1	10	SMN-Sm protein complex	CC	1	1
GO:0042803	0.514682056161009	0.610776298939292	11	123	protein homodimerization activity	MF	1	1
GO:0005243	0.51473607408597	0.852619729378986	1	8	gap junction channel activity	MF	1	1
GO:0005921	0.51473607408597	0.852619729378986	1	8	gap junction	CC	1	1
GO:0043068	0.514953156784011	0.641186760837947	7	75	positive regulation of programmed cell death	BP	1	1
GO:0032147	0.515117256954907	0.854785079428753	1	7	activation of protein kinase activity	BP	1	1
GO:0008045	0.515496362725518	0.632058374869816	8	75	motor neuron axon guidance	BP	1	1
GO:0007629	0.515533870394317	0.764278019989142	2	17	flight behavior	BP	1	1
GO:0030177	0.515577893035157	0.653338006900843	6	58	positive regulation of Wnt signaling pathway	BP	1	1
GO:0044237	0.515966299894579	0.512128345808076	375	5309	cellular metabolic process	BP	1	1
GO:0032239	0.51608365884266	0.854152933531922	1	7	regulation of nucleobase-containing compound transport	BP	1	1
GO:0022618	0.51641630464863	0.628079516429682	8	121	ribonucleoprotein complex assembly	BP	1	1
GO:0016578	0.516473843789674	0.84959133083405	1	9	histone deubiquitination	BP	1	1
GO:0004623	0.516495491383427	0.846871009318476	1	11	phospholipase A2 activity	MF	1	1
GO:0015114	0.516670875725954	0.853767925628192	1	7	phosphate ion transmembrane transporter activity	MF	1	1
GO:0008641	0.516705427778645	0.849435605762116	1	9	ubiquitin-like modifier activating enzyme activity	MF	1	1
GO:0016615	0.51693143527647	0.84928352743527	1	9	malate dehydrogenase activity	MF	1	1
GO:0048487	0.517260185707158	0.849062132471218	1	9	beta-tubulin binding	MF	1	1
GO:0070303	0.517741467983474	0.714524108918186	3	31	negative regulation of stress-activated protein kinase signaling cascade	BP	1	1
GO:0050790	0.517877850187622	0.56188765169115	28	332	regulation of catalytic activity	BP	1	1
GO:0016634	0.518755970972609	0.84994392053701	1	8	oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor	MF	1	1
GO:0004532	0.518818308567152	0.759945577049857	2	19	exoribonuclease activity	MF	1	1
GO:0016896	0.518818308567152	0.759945577049857	2	19	exoribonuclease activity, producing 5'-phosphomonoesters	MF	1	1
GO:0043024	0.518933233448738	0.845201438748528	1	11	ribosomal small subunit binding	MF	1	1
GO:0030100	0.518999733447281	0.650086155580332	6	58	regulation of endocytosis	BP	1	1
GO:0046662	0.519162881123236	0.846270028188179	1	10	regulation of oviposition	BP	1	1
GO:0051338	0.51939636352482	0.612236176528043	10	109	regulation of transferase activity	BP	1	1
GO:0046011	0.520665111260719	0.760972546711555	2	16	regulation of oskar mRNA translation	BP	1	1
GO:0016204	0.521225257043718	0.850758749988753	1	7	determination of muscle attachment site	BP	1	1
GO:0033120	0.521597712778849	0.850510842343587	1	7	positive regulation of RNA splicing	BP	1	1
GO:0042054	0.521801960233968	0.710879126660267	3	31	histone methyltransferase activity	MF	1	1
GO:0034334	0.522260781826839	0.850068818224353	1	7	adherens junction maintenance	BP	1	1
GO:0060326	0.522449971856975	0.849942537153955	1	7	cell chemotaxis	BP	1	1
GO:0042887	0.522619825911034	0.849829101703891	1	7	amide transmembrane transporter activity	MF	1	1
GO:0016335	0.522656069831336	0.849804889090036	1	7	morphogenesis of larval imaginal disc epithelium	BP	1	1
GO:0070182	0.522714015051144	0.847277838973366	1	8	DNA polymerase binding	MF	1	1
GO:0006883	0.522926696349749	0.847133690930744	1	8	cellular sodium ion homeostasis	BP	1	1
GO:0030007	0.522926696349749	0.847133690930744	1	8	cellular potassium ion homeostasis	BP	1	1
GO:0036376	0.522926696349749	0.847133690930744	1	8	sodium ion export across plasma membrane	BP	1	1
GO:0017147	0.523041996897604	0.758012406395361	2	17	Wnt-protein binding	MF	1	1
GO:0035859	0.52399664402118	0.846407136289516	1	8	Seh1-associated complex	CC	1	1
GO:0007296	0.524345484042022	0.846169755594306	1	8	vitellogenesis	BP	1	1
GO:1901989	0.524627170500858	0.707981102058003	3	32	positive regulation of cell cycle phase transition	BP	1	1
GO:0070050	0.525438227327951	0.707595105032938	3	31	neuron cellular homeostasis	BP	1	1
GO:0000323	0.525515778144488	0.612183348986304	9	114	lytic vacuole	CC	1	1
GO:0051643	0.525584247429147	0.847840051550985	1	7	endoplasmic reticulum localization	BP	1	1
GO:2000779	0.525757904965307	0.845206110966519	1	8	regulation of double-strand break repair	BP	1	1
GO:0061760	0.526046776750001	0.8402606490527	1	11	antifungal innate immune response	BP	1	1
GO:0005773	0.526267900459205	0.588904666095817	13	169	vacuole	CC	1	1
GO:0062149	0.526376163842425	0.847305712830839	1	7	detection of stimulus involved in sensory perception of pain	BP	1	1
GO:1900242	0.5266028887736	0.847152499795605	1	7	regulation of synaptic vesicle endocytosis	BP	1	1
GO:0015172	0.527069758689962	0.844307461838762	1	8	acidic amino acid transmembrane transporter activity	MF	1	1
GO:0016199	0.527311388282953	0.708079532795576	3	26	axon midline choice point recognition	BP	1	1
GO:0008202	0.527436441204667	0.655118440904176	5	62	steroid metabolic process	BP	1	1
GO:0001706	0.527527039701174	0.84652691812505	1	7	endoderm formation	BP	1	1
GO:0022611	0.527881442502192	0.841792317671268	1	9	dormancy process	BP	1	1
GO:0010639	0.528830068956557	0.627512631594212	7	78	negative regulation of organelle organization	BP	1	1
GO:0016301	0.529306344099962	0.549505283475635	29	313	kinase activity	MF	1	1
GO:0035190	0.529316114638565	0.845310943987625	1	7	syncytial nuclear migration	BP	1	1
GO:0048680	0.529863657902975	0.842381914966	1	8	positive regulation of axon regeneration	BP	1	1
GO:0070572	0.529863657902975	0.842381914966	1	8	positive regulation of neuron projection regeneration	BP	1	1
GO:0048102	0.530230930335347	0.704019244719934	3	29	autophagic cell death	BP	1	1
GO:0022853	0.53031499829801	0.590134741692247	12	137	active ion transmembrane transporter activity	MF	1	1
GO:0070273	0.530755640263038	0.844327836538667	1	7	phosphatidylinositol-4-phosphate binding	MF	1	1
GO:0050912	0.53085274609937	0.746443109269256	2	25	detection of chemical stimulus involved in sensory perception of taste	BP	1	1
GO:0007009	0.531388051828198	0.70296404113008	3	29	plasma membrane organization	BP	1	1
GO:0006954	0.531448078027399	0.843853443243548	1	7	inflammatory response	BP	1	1
GO:0042690	0.531868804521909	0.843564723838624	1	7	negative regulation of crystal cell differentiation	BP	1	1
GO:0007312	0.532054796116032	0.843436973849662	1	7	oocyte nucleus migration involved in oocyte dorsal/ventral axis specification	BP	1	1
GO:0009152	0.532067415336484	0.61382877761205	8	101	purine ribonucleotide biosynthetic process	BP	1	1
GO:0035098	0.532068470513666	0.840851102234771	1	8	ESC/E(Z) complex	CC	1	1
GO:0048072	0.532304731638644	0.748496026645624	2	19	compound eye pigmentation	BP	1	1
GO:0140612	0.533402709371281	0.837922421066212	1	9	DNA damage sensor activity	MF	1	1
GO:0140664	0.533402709371281	0.837922421066212	1	9	ATP-dependent DNA damage sensor activity	MF	1	1
GO:0035039	0.533943752181008	0.835948922027117	1	10	male pronucleus assembly	BP	1	1
GO:0022829	0.534311755965849	0.837279227208536	1	9	wide pore channel activity	MF	1	1
GO:0035304	0.53448967025144	0.740147177185714	2	36	regulation of protein dephosphorylation	BP	1	1
GO:0005516	0.534641823755659	0.670490546229073	4	40	calmodulin binding	MF	1	1
GO:0046486	0.535116801374752	0.576686380867957	14	160	glycerolipid metabolic process	BP	1	1
GO:0005789	0.535343052448061	0.565288847831799	17	255	endoplasmic reticulum membrane	CC	1	1
GO:0098798	0.535986008347186	0.586692240921072	11	267	mitochondrial protein-containing complex	CC	1	1
GO:0008376	0.535995487054989	0.745309394603339	2	19	acetylgalactosaminyltransferase activity	MF	1	1
GO:0004467	0.536066153736476	0.743911228576765	2	21	long-chain fatty acid-CoA ligase activity	MF	1	1
GO:0050732	0.536197857244181	0.835939240344407	1	9	negative regulation of peptidyl-tyrosine phosphorylation	BP	1	1
GO:1990138	0.536303599960581	0.633789524910275	6	56	neuron projection extension	BP	1	1
GO:0018022	0.536632651043824	0.646557299988348	5	60	peptidyl-lysine methylation	BP	1	1
GO:0070252	0.53681036155826	0.698910348904567	3	27	actin-mediated cell contraction	BP	1	1
GO:0043014	0.536823417170031	0.835493171511327	1	9	alpha-tubulin binding	MF	1	1
GO:0045612	0.536991398761844	0.840020316171322	1	7	positive regulation of hemocyte differentiation	BP	1	1
GO:0035169	0.537183465906223	0.839886371536756	1	7	lymph gland plasmatocyte differentiation	BP	1	1
GO:0019098	0.537964794391736	0.581956834958562	12	153	reproductive behavior	BP	1	1
GO:0008094	0.53817073616309	0.619141080080128	7	71	ATP-dependent activity, acting on DNA	MF	1	1
GO:0097105	0.53846055613253	0.838993807908521	1	7	presynaptic membrane assembly	BP	1	1
GO:0072523	0.538804302658515	0.74042263189005	2	23	purine-containing compound catabolic process	BP	1	1
GO:0099068	0.539056780317464	0.838575947036878	1	7	postsynapse assembly	BP	1	1
GO:0009410	0.539190914483611	0.741184927651916	2	21	response to xenobiotic stimulus	BP	1	1
GO:0055057	0.53928779633679	0.665829862947139	4	41	neuroblast division	BP	1	1
GO:0048789	0.539497931849696	0.838266292996887	1	7	cytoskeletal matrix organization at active zone	BP	1	1
GO:0042692	0.539524776539563	0.587037114954293	11	110	muscle cell differentiation	BP	1	1
GO:0044403	0.539662534443871	0.693873495597146	3	33	biological process involved in symbiotic interaction	BP	1	1
GO:0030301	0.53979092333533	0.828396562481699	1	13	cholesterol transport	BP	1	1
GO:0008584	0.540121119261417	0.835174808577627	1	8	male gonad development	BP	1	1
GO:0046546	0.540121119261417	0.835174808577627	1	8	development of primary male sexual characteristics	BP	1	1
GO:0000164	0.540244336968892	0.833039314249317	1	9	protein phosphatase type 1 complex	CC	1	1
GO:0002793	0.540960428412789	0.832522540751558	1	9	positive regulation of peptide secretion	BP	1	1
GO:0098799	0.541304019885433	0.827277971972298	1	13	outer mitochondrial membrane protein complex	CC	1	1
GO:0001708	0.541510709642531	0.590842782422556	10	103	cell fate specification	BP	1	1
GO:0031145	0.542699158586409	0.738104167344773	2	21	anaphase-promoting complex-dependent catabolic process	BP	1	1
GO:0036099	0.543764725464337	0.690755070244686	3	31	female germ-line stem cell population maintenance	BP	1	1
GO:0016278	0.543980649510559	0.69019282981206	3	32	lysine N-methyltransferase activity	MF	1	1
GO:0016279	0.543980649510559	0.69019282981206	3	32	protein-lysine N-methyltransferase activity	MF	1	1
GO:0003993	0.544175392035701	0.828538708272055	1	10	acid phosphatase activity	MF	1	1
GO:1904377	0.544905095926691	0.831738399911648	1	8	positive regulation of protein localization to cell periphery	BP	1	1
GO:0017046	0.54500182447288	0.831668419472985	1	8	peptide hormone binding	MF	1	1
GO:0008406	0.545062162724521	0.640018742843735	5	50	gonad development	BP	1	1
GO:0045137	0.545062162724521	0.640018742843735	5	50	development of primary sexual characteristics	BP	1	1
GO:0015035	0.545690454280116	0.731362834522951	2	31	protein-disulfide reductase activity	MF	1	1
GO:0060911	0.546003805129634	0.738262458024224	2	17	cardiac cell fate commitment	BP	1	1
GO:0071324	0.546687139156122	0.833162688215445	1	7	cellular response to disaccharide stimulus	BP	1	1
GO:0071329	0.546687139156122	0.833162688215445	1	7	cellular response to sucrose stimulus	BP	1	1
GO:0046928	0.546695790509639	0.688821994049511	3	29	regulation of neurotransmitter secretion	BP	1	1
GO:0051588	0.546695790509639	0.688821994049511	3	29	regulation of neurotransmitter transport	BP	1	1
GO:0099501	0.547392976775086	0.736129597441305	2	18	exocytic vesicle membrane	CC	1	1
GO:0046700	0.547783176704492	0.559688896783845	15	196	heterocycle catabolic process	BP	1	1
GO:0030073	0.54819130421229	0.827243346517814	1	9	insulin secretion	BP	1	1
GO:0050796	0.54819130421229	0.827243346517814	1	9	regulation of insulin secretion	BP	1	1
GO:0007062	0.548436735076332	0.686383960225514	3	31	sister chromatid cohesion	BP	1	1
GO:0030947	0.548911109724868	0.831561831941985	1	7	regulation of vascular endothelial growth factor receptor signaling pathway	BP	1	1
GO:0030948	0.548911109724868	0.831561831941985	1	7	negative regulation of vascular endothelial growth factor receptor signaling pathway	BP	1	1
GO:0030540	0.549150207740951	0.82864843537391	1	8	female genitalia development	BP	1	1
GO:0060250	0.549501748487457	0.732723342043673	2	20	germ-line stem-cell niche homeostasis	BP	1	1
GO:0034085	0.549516159956297	0.831124486046858	1	7	establishment of sister chromatid cohesion	BP	1	1
GO:0042133	0.549772311046851	0.830939098361093	1	7	neurotransmitter metabolic process	BP	1	1
GO:0061382	0.550150887709468	0.825793409460532	1	9	Malpighian tubule tip cell differentiation	BP	1	1
GO:0016638	0.550420879893644	0.821394111230604	1	12	oxidoreductase activity, acting on the CH-NH2 group of donors	MF	1	1
GO:0007059	0.551130111143423	0.547809036702155	18	204	chromosome segregation	BP	1	1
GO:0005227	0.551380080338217	0.829772285786308	1	7	calcium activated cation channel activity	MF	1	1
GO:0045495	0.551504165105516	0.632679037998231	5	56	pole plasm	CC	1	1
GO:0048133	0.551705638384659	0.826769769570609	1	8	male germ-line stem cell asymmetric division	BP	1	1
GO:0035075	0.551830277997868	0.632856687723842	5	53	response to ecdysone	BP	1	1
GO:0036314	0.551830277997868	0.632856687723842	5	53	response to sterol	BP	1	1
GO:0050773	0.552123194421366	0.632936133964015	5	51	regulation of dendrite development	BP	1	1
GO:0005121	0.552143481032299	0.826446471380808	1	8	Toll binding	MF	1	1
GO:0035262	0.552165334792785	0.829200388938284	1	7	gonad morphogenesis	BP	1	1
GO:0015662	0.552550855550479	0.828919131910484	1	7	P-type ion transporter activity	MF	1	1
GO:0042910	0.552624627902312	0.828865274837368	1	7	xenobiotic transmembrane transporter activity	MF	1	1
GO:0008363	0.552714959784528	0.681019488496859	3	35	larval chitin-based cuticle development	BP	1	1
GO:0051058	0.553047809918576	0.828556107264942	1	7	negative regulation of small GTPase mediated signal transduction	BP	1	1
GO:0051377	0.553909620934354	0.8251381651829	1	8	mannose-ethanolamine phosphotransferase activity	MF	1	1
GO:0070816	0.553973726248172	0.819842941686958	1	11	phosphorylation of RNA polymerase II C-terminal domain	BP	1	1
GO:0044270	0.553989637898013	0.553410633339688	15	197	cellular nitrogen compound catabolic process	BP	1	1
GO:0051604	0.554132817715537	0.57663411172038	10	134	protein maturation	BP	1	1
